Datetime,NMHC(GT),CO(GT),NO2(GT),NOx(GT),C6H6(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-03-10,86.5,1.9666666666666668,108.83333333333333,132.0,8.450000000000001,1316.5,912.3333333333334,1167.3333333333333,1545.5,1096.0,12.033333333333333,54.9,0.7656333333333333
2004-03-11,104.5,2.239130434782609,99.8695652173913,144.3913043478261,7.979166666666667,1244.1666666666667,851.9583333333334,1277.25,1522.8333333333333,885.25,9.8375,64.075,0.7757666666666667
2004-03-12,156.34782608695653,2.8045454545454547,116.27272727272727,173.72727272727272,12.129166666666668,1281.6666666666667,1008.2916666666666,1101.875,1627.2916666666667,1084.375,11.2875,51.09583333333333,0.6631041666666667
2004-03-13,139.25,2.6956521739130435,118.8695652173913,184.43478260869566,10.916666666666666,1330.6666666666667,992.8333333333334,993.2083333333334,1595.7916666666667,1245.9166666666667,12.866666666666667,51.53333333333333,0.7322958333333333
2004-03-14,116.95833333333333,2.4695652173913043,110.3913043478261,146.6086956521739,9.637500000000001,1361.125,943.9166666666666,1001.2916666666666,1602.375,1234.2083333333333,16.0125,48.85,0.8496708333333333
2004-03-15,236.625,3.5043478260869563,118.73913043478261,215.1304347826087,16.091666666666665,1452.1666666666667,1138.9166666666667,845.625,1888.625,1439.0833333333333,17.366666666666667,50.32083333333333,0.9440291666666667
2004-03-16,191.125,2.769565217391304,118.17391304347827,181.6086956521739,13.5,1339.6666666666667,1061.9166666666667,939.2916666666666,1726.625,1322.625,18.625,44.8375,0.8710208333333332
2004-03-17,207.45833333333334,3.073913043478261,119.95652173913044,199.95652173913044,15.237499999999999,1362.8333333333333,1099.0833333333333,930.6666666666666,1741.2083333333333,1405.875,18.779166666666665,41.166666666666664,0.8049166666666667
2004-03-18,129.2,2.7,125.1304347826087,176.52173913043478,13.795833333333334,1352.6666666666667,1072.5833333333333,901.1666666666666,1702.8333333333333,1301.0,17.7625,44.0875,0.8260166666666667
2004-03-19,,2.965217391304348,118.08695652173913,180.08695652173913,13.520833333333334,1304.2916666666667,1058.0,913.375,1745.4166666666667,1095.7916666666667,14.191666666666668,57.90416666666667,0.9239583333333333
2004-03-20,,2.11304347826087,97.30434782608695,131.95652173913044,8.754166666666666,1288.625,911.9583333333334,968.4583333333334,1609.0833333333333,1019.0,15.862499999999999,52.18333333333334,0.9289958333333334
2004-03-21,,1.9913043478260868,89.17391304347827,116.82608695652173,7.595833333333334,1252.7083333333333,870.625,975.6666666666666,1601.7916666666667,954.25,17.2125,52.45416666666667,1.0063208333333333
2004-03-22,364.375,2.139130434782609,90.52173913043478,124.52173913043478,9.4125,1129.3333333333333,911.5416666666666,1062.25,1595.3333333333333,857.875,17.358333333333334,44.833333333333336,0.8579333333333333
2004-03-23,167.54166666666666,2.0043478260869567,97.0,126.3913043478261,8.9625,1122.1666666666667,896.625,1073.5416666666667,1557.0,892.7083333333334,12.133333333333333,60.46666666666667,0.8424999999999999
2004-03-24,186.83333333333334,2.1,96.52173913043478,129.0,8.625,1149.0416666666667,888.875,1040.75,1541.625,909.9583333333334,11.674999999999999,59.0875,0.7967083333333332
2004-03-25,199.58333333333334,1.9041666666666668,89.30434782608695,115.6086956521739,8.095833333333333,1084.9583333333333,859.7083333333334,1124.2083333333333,1494.6666666666667,800.4583333333334,11.633333333333333,58.79583333333333,0.7820791666666667
2004-03-26,174.45833333333334,1.8791666666666667,92.43478260869566,121.08695652173913,8.424999999999999,1084.7083333333333,892.5,1032.2083333333333,1457.625,888.5,11.666666666666666,51.291666666666664,0.6764916666666667
2004-03-27,145.45833333333334,1.8434782608695652,93.04347826086956,111.65217391304348,7.7625,1095.125,873.125,1046.0833333333333,1425.8333333333333,900.75,12.583333333333334,46.541666666666664,0.64155
2004-03-28,106.33333333333333,1.5625,79.1304347826087,86.95652173913044,5.566666666666666,1059.7083333333333,783.4583333333334,1121.75,1348.0833333333333,783.75,13.458333333333334,45.725,0.6638875
2004-03-29,134.58333333333334,1.4666666666666668,84.56521739130434,94.0,5.570833333333333,992.0,762.2083333333334,1194.0833333333333,1275.5833333333333,630.7083333333334,13.387500000000001,37.666666666666664,0.5602791666666667
2004-03-30,258.7916666666667,2.2,102.26086956521739,135.65217391304347,9.508333333333333,1187.0416666666667,912.9166666666666,1019.875,1447.0,1003.9166666666666,15.508333333333333,34.4625,0.5942958333333334
2004-03-31,193.875,1.925,96.43478260869566,121.56521739130434,7.870833333333334,1181.125,863.2916666666666,1015.4583333333334,1513.5416666666667,904.25,13.5875,55.025,0.8417916666666666
2004-04-01,310.125,2.5500000000000003,96.73913043478261,161.30434782608697,11.971428571428572,1244.3809523809523,1010.4285714285714,880.6666666666666,1644.3809523809523,1155.857142857143,15.519047619047617,51.13333333333333,0.8548809523809524
2004-04-02,367.0833333333333,2.8000000000000003,118.52173913043478,153.65217391304347,13.208333333333334,1288.9166666666667,1059.2916666666667,844.1666666666666,1708.7083333333333,1197.375,17.941666666666666,49.104166666666664,0.9348875
2004-04-03,163.8,1.56,86.33333333333333,111.33333333333333,10.887500000000001,1307.2083333333333,989.7083333333334,862.4583333333334,1659.125,1140.4583333333333,19.133333333333333,45.699999999999996,0.9607041666666666
2004-04-04,,,,,7.2124999999999995,1202.7916666666667,856.7916666666666,939.7083333333334,1562.375,824.7916666666666,18.89166666666667,50.1625,1.0414875
2004-04-05,379.92857142857144,2.757142857142857,107.92857142857143,157.64285714285714,10.845833333333333,1283.625,970.5416666666666,877.2083333333334,1703.4583333333333,1069.9583333333333,16.8625,53.95416666666667,1.0167625
2004-04-06,308.0416666666667,2.2333333333333334,96.04347826086956,136.69565217391303,10.941666666666668,1200.5416666666667,969.875,889.5833333333334,1663.7916666666667,941.2083333333334,16.925,48.20416666666667,0.9090541666666666
2004-04-07,160.625,1.6375,85.26086956521739,100.78260869565217,6.9750000000000005,1051.7916666666667,823.1666666666666,1090.125,1470.25,685.4583333333334,14.320833333333333,54.71666666666667,0.8671875
2004-04-08,306.875,2.5782608695652174,105.91304347826087,154.43478260869566,12.039130434782608,1157.1739130434783,1013.4782608695652,905.8260869565217,1598.608695652174,1084.304347826087,14.5,49.391304347826086,0.7362478260869566
2004-04-09,224.29166666666666,2.4541666666666666,112.91304347826087,183.8695652173913,8.4,1176.0,917.0,866.0,1560.0,1151.0,12.0,67.9,0.9523
2004-04-10,143.58333333333334,1.7541666666666667,90.65217391304348,117.21739130434783,7.445833333333333,1051.4166666666667,869.75,973.9583333333334,1467.8333333333333,872.625,15.091666666666667,49.166666666666664,0.7815083333333334
2004-04-11,73.91666666666667,1.2043478260869565,67.95652173913044,64.52173913043478,4.058333333333334,940.0,707.9583333333334,1202.8333333333333,1265.6666666666667,631.7083333333334,14.775,43.762499999999996,0.6673416666666667
2004-04-12,48.625,0.8624999999999999,66.1304347826087,63.95652173913044,2.345833333333333,930.0416666666666,599.75,1376.25,1217.7916666666667,462.5833333333333,12.2125,52.979166666666664,0.7398625
2004-04-13,240.33333333333334,2.0541666666666667,93.95652173913044,144.65217391304347,9.404166666666667,1111.0,912.8333333333334,988.875,1542.2083333333333,941.9583333333334,13.058333333333332,53.050000000000004,0.7821875
2004-04-14,246.30769230769232,2.1416666666666666,83.5,140.33333333333334,10.3125,1143.75,959.4583333333334,898.25,1582.0833333333333,1104.2916666666667,15.487499999999999,47.35833333333333,0.7877291666666667
2004-04-15,574.4666666666667,4.1866666666666665,130.53333333333333,247.8,14.579166666666666,1325.9583333333333,1085.25,814.0833333333334,1732.4166666666667,1351.6666666666667,14.841666666666667,51.22083333333333,0.8357916666666667
2004-04-16,347.625,3.3041666666666667,113.69565217391305,203.91304347826087,13.341666666666667,1330.0833333333333,1069.0,763.2916666666666,1793.0833333333333,1221.625,14.091666666666667,69.34166666666667,1.0991541666666667
2004-04-17,135.66666666666666,2.2333333333333334,90.33333333333333,130.66666666666666,6.479166666666667,1064.75,828.625,960.9166666666666,1553.1666666666667,838.1666666666666,15.545833333333334,64.27916666666667,1.0987625
2004-04-18,,,,,6.016666666666667,1071.1666666666667,800.625,994.375,1559.0416666666667,768.9583333333334,15.595833333333333,64.1375,1.12185
2004-04-19,,,,,7.8500000000000005,1055.5833333333333,872.5,943.9166666666666,1586.9583333333333,869.5,13.612499999999999,67.43333333333334,1.0309875
2004-04-20,,,,,13.0375,1151.0,1034.5833333333333,893.875,1738.8333333333333,1088.8333333333333,16.258333333333333,56.90833333333333,0.9805083333333333
2004-04-21,,,,,14.375,1174.2083333333333,1078.3333333333333,865.2916666666666,1725.0833333333333,1154.9166666666667,19.083333333333332,45.0,0.9005041666666668
2004-04-22,,,,,14.108333333333334,1158.875,1072.2916666666667,878.5,1683.125,1139.4166666666667,21.0625,39.30833333333333,0.8835916666666667
2004-04-23,523.6842105263158,3.5631578947368423,135.0,210.3684210526316,16.933333333333334,1302.5833333333333,1163.1666666666667,797.875,1801.7083333333333,1388.0833333333333,21.229166666666668,39.15,0.9110625
2004-04-24,229.29166666666666,2.091304347826087,91.73913043478261,115.65217391304348,10.454166666666667,1240.7916666666667,976.3333333333334,840.8333333333334,1667.5416666666667,1119.2083333333333,20.083333333333332,48.520833333333336,1.0794291666666667
2004-04-25,99.25,1.2434782608695654,63.608695652173914,67.8695652173913,4.129166666666666,916.4583333333334,695.125,1274.3333333333333,1267.2916666666667,514.2083333333334,15.625,41.19583333333333,0.700525
2004-04-26,122.625,1.4956521739130435,77.30434782608695,87.0,5.808333333333334,958.0833333333334,778.5833333333334,1143.25,1367.5416666666667,650.75,16.795833333333334,38.55833333333333,0.7247291666666666
2004-04-27,235.66666666666666,2.226086956521739,94.6086956521739,127.3913043478261,11.316666666666668,1124.0,985.4166666666666,944.7916666666666,1581.375,953.4166666666666,20.616666666666667,35.55416666666667,0.8142166666666667
2004-04-28,367.7916666666667,2.821739130434783,111.8695652173913,157.82608695652175,15.179166666666667,1293.125,1111.0416666666667,792.8333333333334,1783.9166666666667,1291.375,21.091666666666665,42.775,1.010475
2004-04-29,350.4583333333333,3.130434782608696,105.1304347826087,183.04347826086956,16.208333333333332,1322.6666666666667,1141.2916666666667,757.8333333333334,1873.0833333333333,1364.875,18.916666666666668,51.19166666666666,1.0685458333333333
2004-04-30,261.4166666666667,2.9695652173913043,103.6086956521739,175.2173913043478,14.170833333333334,1330.0833333333333,1103.5833333333333,732.125,1916.9583333333333,1306.125,17.995833333333334,66.57083333333334,1.3452291666666667
2004-05-01,275.0,2.0565217391304347,84.95652173913044,104.73913043478261,8.6625,1097.5,913.7083333333334,918.0833333333334,1640.4166666666667,904.625,20.150000000000002,52.18333333333334,1.1673125
2004-05-02,,1.608695652173913,79.69565217391305,96.8695652173913,7.270833333333333,1055.7083333333333,858.9166666666666,955.5,1575.4166666666667,872.0416666666666,19.591666666666665,49.56666666666666,1.0740666666666667
2004-05-03,,2.1695652173913045,89.65217391304348,135.91304347826087,11.549999999999999,1165.0833333333333,995.5,861.0416666666666,1725.375,1029.7083333333333,21.23333333333333,48.75416666666666,1.1285291666666668
2004-05-04,,2.3043478260869565,84.47826086956522,132.04347826086956,10.891666666666667,1143.7916666666667,971.7083333333334,860.0833333333334,1795.875,929.9583333333334,18.0125,66.27499999999999,1.3368041666666668
2004-05-05,,2.109090909090909,84.5909090909091,125.0,10.1875,1079.1666666666667,942.9166666666666,916.5833333333334,1737.625,871.125,16.2375,66.89166666666667,1.2174208333333334
2004-05-06,,1.9956521739130435,89.6086956521739,121.56521739130434,8.775,1000.5,897.3333333333334,991.0416666666666,1607.5416666666667,795.5,14.316666666666668,62.77916666666667,1.0046208333333333
2004-05-07,,2.1913043478260867,96.78260869565217,129.17391304347825,9.5375,999.4166666666666,936.875,924.7083333333334,1601.0416666666667,814.4166666666666,15.458333333333334,55.583333333333336,0.9385916666666666
2004-05-08,,1.4000000000000001,66.0,76.0,7.129166666666666,1002.2916666666666,839.5,1021.5,1505.4166666666667,767.1666666666666,14.283333333333333,59.30833333333334,0.9350458333333332
2004-05-09,,,,,6.695833333333333,1020.9166666666666,837.25,950.4166666666666,1519.5833333333333,813.7083333333334,15.258333333333333,56.92083333333333,0.9671708333333333
